State,Nitrogen,Phosphorous ,Potassium ,Temperature,Humidity,pH,Crop
Karnataka,13,144,204,30.7280404,82.42614055,6.092241627,Grapes
Karnataka,38,120,197,17.5438296,82.94703302,6.323722572,Grapes
Karnataka,23,142,197,39.06555518,82.03812973,6.000573725,Grapes
Karnataka,39,127,202,15.3246651,81.67215994,6.477768039,Grapes
Karnataka,9,122,201,29.58748357,80.91934392,5.570290539,Grapes
Karnataka,6,123,203,12.7567962,81.62497448,6.130310493,Grapes
Karnataka,6,139,199,25.67385024,81.6212135,6.29099842,Grapes
Karnataka,25,121,201,30.50734778,82.71775569,5.594240603,Grapes
Karnataka,21,134,202,10.72302459,80.02130636,6.425419926,Grapes
Karnataka,40,140,195,14.97846952,80.49979873,6.294395676,Grapes
Karnataka,1,132,200,16.27852801,82.94270065,5.620745638,Grapes
Karnataka,39,138,203,21.19339319,82.33098331,6.399433771,Grapes
Maharashtra,4,136,204,29.93707596,81.77713468,5.898944282,Grapes
Maharashtra,16,130,201,29.12033769,82.79092939,5.682395429,Grapes
Maharashtra,15,140,195,13.28504331,83.54193816,5.69945282,Grapes
Maharashtra,5,126,197,12.80000387,81.20876367,6.417500829,Grapes
Maharashtra,6,142,202,27.23708304,82.94573346,6.224542938,Grapes
Maharashtra,33,139,203,33.34214482,82.51034633,5.693287415,Grapes
Maharashtra,22,123,205,32.44577836,83.88504863,5.896343436,Grapes
Maharashtra,20,142,196,10.89875873,80.01639435,6.207600783,Grapes
Maharashtra,37,135,205,11.82768186,80.2827185,5.510924849,Grapes
Maharashtra,8,133,195,20.46657776,80.97598029,6.456079585,Grapes
Maharashtra,39,139,201,41.18664903,81.01783402,5.539980812,Grapes
Maharashtra,40,121,199,26.18159716,81.03886263,6.315586313,Grapes
Maharashtra,28,145,202,19.2077707,82.9042841,6.484323189,Grapes
Maharashtra,33,120,205,35.12158265,82.26890793,5.550832178,Grapes
Maharashtra,40,132,202,24.57558351,80.70695797,5.971813006,Grapes
Maharashtra,11,132,197,15.99050693,81.23966573,5.734317007,Grapes
Maharashtra,6,125,204,27.92004934,82.93262435,5.733539807,Grapes
Maharashtra,31,136,197,31.11047251,83.34010951,5.653776058,Grapes
Maharashtra,38,138,204,25.11108456,83.25447587,6.325480034,Grapes
Punjab,24,140,205,12.087022,83.59398734,5.93202852,Grapes
Punjab,0,137,195,22.4359017,80.18612085,6.329499832,Grapes
Punjab,6,140,205,17.66558428,82.92903419,6.313085601,Grapes
Punjab,4,134,200,28.57828803,80.95628959,5.840256272,Grapes
Punjab,32,121,199,39.37102553,81.25353895,6.129812716,Grapes
Punjab,29,122,196,41.94865736,81.15595212,5.638328481,Grapes
Punjab,31,144,202,11.02105378,80.55557235,5.870600622,Grapes
Punjab,11,122,195,12.14190714,83.56812483,5.647202395,Grapes
Punjab,32,141,204,8.825674745,82.89753705,5.536645599,Grapes
Punjab,36,133,198,25.51939719,83.98351748,6.2286454,Grapes
Punjab,28,122,197,19.89363946,82.73366439,5.856575335,Grapes
Punjab,8,139,199,29.36947679,81.53996362,6.336426667,Grapes
Punjab,26,135,203,33.78372897,81.16314317,5.685102769,Grapes
Punjab,22,133,201,23.81995682,80.12211649,6.00299607,Grapes
Punjab,37,144,197,11.18994268,80.8084305,6.415555956,Grapes
Punjab,38,135,203,41.36106301,82.79782954,6.444373116,Grapes
Punjab,36,125,196,37.46566825,80.65968681,6.15526103,Grapes
Punjab,14,131,198,33.4641162,83.86742974,5.562790949,Grapes
Punjab,37,124,195,18.70679077,83.4795292,6.209928251,Grapes
Punjab,17,136,195,41.20733624,81.61051026,6.389783283,Grapes
Punjab,39,132,196,35.83089092,83.32560104,5.778594403,Grapes
Punjab,39,140,203,21.11903604,80.63399198,6.349875906,Grapes
Punjab,11,124,204,13.42988625,80.06633966,6.361141107,Grapes
Punjab,35,135,199,21.77466746,80.54942557,6.400719746,Grapes
Punjab,30,120,200,38.06099482,82.24729637,6.234904253,Grapes
Kerala,21,139,201,19.3642553,83.36094029,5.980598579,Grapes
Kerala,20,122,204,11.7976469,80.86325389,6.487369687,Grapes
Kerala,25,130,197,39.70772192,82.68593454,5.554831977,Grapes
Kerala,35,134,204,9.949929082,82.55138983,5.841138354,Grapes
Kerala,32,120,204,10.38004759,83.44518113,6.138958698,Grapes
Kerala,15,125,199,18.4269936,80.55625868,5.569230319,Grapes
Kerala,23,138,200,9.851242629,80.22631717,5.96537863,Grapes
Kerala,38,132,197,20.42094753,81.54185044,5.931101816,Grapes
Kerala,32,130,196,40.66012294,81.24995984,6.372959542,Grapes
Kerala,2,123,198,39.64851881,82.21079946,6.253034534,Grapes
Kerala,6,128,200,25.96308415,82.57813624,5.838748311,Grapes
Kerala,24,131,196,22.03296178,83.74372787,5.732453638,Grapes
Kerala,38,141,198,13.05809741,80.28297993,5.757009965,Grapes
Kerala,16,145,199,26.91624843,80.76838926,5.953966361,Grapes
Kerala,22,138,195,27.83487131,83.51444973,6.208196881,Grapes
Kerala,32,138,197,9.535585543,80.73112694,5.908724337,Grapes
Kerala,25,129,195,17.98667801,81.17712085,5.777271492,Grapes
Kerala,16,139,203,17.82803682,80.96093443,6.27564088,Grapes
Kerala,14,121,203,9.724457611,83.74765639,6.158689406,Grapes
Kerala,8,127,196,27.02766138,83.17093908,5.833302165,Grapes
Kerala,32,139,198,35.89307536,82.66850729,6.358186848,Grapes
Kerala,40,126,201,11.36300891,80.03100049,6.116982944,Grapes
Kerala,3,134,199,20.28370163,81.32235739,5.81717753,Grapes
Kerala,35,140,197,16.77557314,82.75241875,6.106190557,Grapes
Kerala,8,120,196,24.06679352,82.66396666,6.053662544,Grapes
Karnataka,94,37,41,24.7634518,87.06071115,6.463538707,Jute
Karnataka,84,40,42,26.2830571,73.35763537,6.704273839,Jute
Karnataka,90,39,43,24.44743944,82.286484,6.7693455,Jute
Karnataka,60,37,39,26.59104992,82.94164078,6.033485257,Jute
Karnataka,82,35,44,26.96656378,78.21047693,6.239011,Jute
Karnataka,60,58,37,26.13871511,79.1188943,6.067302109,Jute
Karnataka,90,48,45,24.06475727,71.31342851,6.509174789,Jute
Karnataka,63,41,45,25.29781791,86.8870535,7.121933579,Jute
Karnataka,70,43,40,24.35564134,88.80391021,6.176860192,Jute
Karnataka,89,58,35,23.98651719,82.09053379,6.096838784,Jute
Karnataka,69,47,40,25.37122686,76.2403666,6.130136384,Jute
Karnataka,89,47,38,25.52468965,72.24850829,6.002524871,Jute
Karnataka,90,39,37,24.81441246,81.68688879,6.86106911,Jute
Karnataka,84,38,43,26.57421679,73.81994896,7.26158085,Jute
Karnataka,78,46,42,23.09499564,78.45959697,7.095413294,Jute
Karnataka,67,60,38,24.79853023,78.53037059,7.16214284,Jute
Karnataka,77,48,36,25.86705009,84.09985284,7.36008498,Jute
Karnataka,95,57,41,23.24925555,73.65346838,6.434610995,Jute
Karnataka,65,39,45,23.66805429,70.89000744,6.768001309,Jute
Karnataka,66,47,36,24.85441411,74.4407048,6.57256106,Jute
Karnataka,82,40,45,26.21312799,81.70476368,6.667633355,Jute
Karnataka,72,41,36,26.50838667,86.84264005,6.065898283,Jute
Karnataka,67,41,40,25.848795,87.81661683,7.333143205,Jute
Karnataka,70,38,35,24.39736241,79.26861738,7.014063944,Jute
Karnataka,78,50,43,25.12417673,85.72530641,6.348441469,Jute
Karnataka,60,55,36,26.12797248,80.49172597,7.132389299,Jute
Karnataka,81,56,36,23.39605743,72.60512854,7.097586415,Jute
Karnataka,79,45,43,25.71901283,79.15532398,7.171054239,Jute
Karnataka,75,36,44,23.28081,74.27607475,6.613341343,Jute
Karnataka,81,40,45,25.7629429,80.76238215,6.427726565,Jute
Karnataka,91,38,36,26.5232969,77.17331847,7.287318723,Jute
Karnataka,100,35,36,25.31042337,72.01364411,6.346715209,Jute
Karnataka,89,52,42,23.09433785,81.45139295,6.14132902,Jute
Maharashtra,88,50,40,25.63215038,79.95150917,7.051822472,Jute
Maharashtra,89,53,44,24.88692811,71.91711523,7.319735475,Jute
Maharashtra,89,41,38,23.12844351,74.68322732,6.344751947,Jute
Maharashtra,89,40,43,26.24532085,72.97198375,7.124050134,Jute
Maharashtra,75,41,35,24.97042599,78.62697699,6.856833064,Jute
Maharashtra,71,56,37,23.18866654,86.20899734,6.491506245,Jute
Maharashtra,62,56,35,25.97825807,81.65769588,6.235357638,Jute
Maharashtra,82,46,41,23.3250131,79.79609448,6.581693772,Jute
Maharashtra,99,57,38,24.80624984,82.09281674,6.356295568,Jute
Maharashtra,72,42,43,26.56767277,80.90424543,6.352771037,Jute
Maharashtra,90,40,39,25.72668885,81.86171563,6.626503893,Jute
Maharashtra,77,52,41,23.89069041,83.46409075,6.097294061,Jute
Maharashtra,61,41,35,24.97178693,79.47557931,6.842966479,Jute
Maharashtra,77,55,43,25.49941707,75.99987588,6.663559451,Jute
Maharashtra,87,44,43,23.87484465,86.79261344,6.718725189,Jute
Maharashtra,72,51,40,23.20683504,74.09956958,7.422318499,Jute
Maharashtra,100,58,41,23.17403323,87.88255345,6.658769991,Jute
Maharashtra,65,54,39,23.75091572,71.14782585,7.124571593,Jute
Maharashtra,89,52,45,24.89326318,77.01222585,7.207457208,Jute
Maharashtra,81,36,38,23.76554749,87.98329901,6.334837865,Jute
Maharashtra,74,49,38,23.31410442,71.4509053,7.488014404,Jute
Maharashtra,87,48,38,23.81579631,80.94023552,7.161865733,Jute
Maharashtra,62,49,37,24.21744605,82.85284045,7.479248124,Jute
Maharashtra,93,43,38,23.61475336,86.14290267,6.987332927,Jute
Maharashtra,84,40,43,25.01157559,88.3313023,7.228268228,Jute
Maharashtra,76,54,45,24.29496635,77.62976013,6.176618831,Jute
Maharashtra,98,43,35,25.40785911,76.44048625,7.319952206,Jute
Maharashtra,80,52,39,26.41915161,76.85691248,7.165696848,Jute
Maharashtra,91,41,37,24.48556447,83.20630007,6.132570523,Jute
Maharashtra,70,42,43,23.16814977,76.66724969,6.508342839,Jute
Maharashtra,67,43,38,25.21622704,70.88259632,7.299304715,Jute
Maharashtra,85,53,38,24.90075709,73.84186449,6.588017308,Jute
Maharashtra,75,56,44,25.2746335,73.7459581,6.109478059,Jute
Maharashtra,86,39,43,26.14576648,71.23690851,6.432051512,Jute
West Bengal,96,41,40,23.58419277,72.00460848,6.090060478,Jute
West Bengal,62,59,41,24.2248758,74.89465426,7.175170657,Jute
West Bengal,69,57,35,24.30748599,78.54340987,6.186814392,Jute
West Bengal,90,50,44,26.91643698,73.48655995,6.253408852,Jute
West Bengal,63,47,35,26.98582182,89.05587886,7.432768147,Jute
West Bengal,84,55,38,26.8748389,79.78725152,6.956682743,Jute
West Bengal,60,55,40,24.9949957,88.95692783,7.02777956,Jute
West Bengal,71,54,35,26.63952463,70.95705996,7.311077075,Jute
West Bengal,73,45,37,23.70467146,74.63745355,6.742688094,Jute
West Bengal,67,46,44,26.82489244,78.20392774,7.093328631,Jute
West Bengal,64,53,38,26.24347471,78.51063754,6.855362875,Jute
West Bengal,80,45,42,23.1426498,74.99739774,7.380396262,Jute
West Bengal,88,52,39,23.92887902,88.07112278,6.880204617,Jute
West Bengal,84,37,42,25.49674786,81.13449097,6.691074249,Jute
West Bengal,80,43,43,23.78756036,74.36794079,6.014572075,Jute
West Bengal,100,56,40,26.38905406,83.31240346,7.433313409,Jute
West Bengal,82,48,36,25.79351957,81.76904006,6.352076783,Jute
West Bengal,77,51,44,23.25583402,82.7015932,7.124333547,Jute
West Bengal,89,57,43,26.91515043,73.19897535,6.998787171,Jute
West Bengal,61,41,44,24.36972377,82.11319791,6.537914958,Jute
West Bengal,76,44,45,25.4879684,84.48235878,6.740947635,Jute
West Bengal,71,52,43,26.47549543,73.96164569,6.732826127,Jute
West Bengal,74,40,40,25.13842773,83.12053888,6.386259978,Jute
West Bengal,82,35,35,25.49386782,86.97061481,7.299076163,Jute
West Bengal,67,55,44,26.284017,75.14640198,7.251847296,Jute
West Bengal,74,46,45,25.75734909,88.36668522,6.025028997,Jute
West Bengal,86,40,39,25.72100868,88.16513579,6.207459637,Jute
West Bengal,72,41,36,24.09874353,80.57226761,6.187746776,Jute
West Bengal,63,37,43,23.41798979,85.08640476,6.661957897,Jute
West Bengal,76,56,39,24.39459498,89.89106506,6.551130445,Jute
West Bengal,73,43,42,26.58361011,78.00774772,6.310699968,Jute
West Bengal,90,59,35,24.25133493,89.86454053,7.098227926,Jute
West Bengal,66,58,35,23.5643831,79.46283115,7.321619041,Jute
Andhra Pradesh,63,43,19,18.51816776,55.53128131,6.641906353,Maize
Andhra Pradesh,67,51,24,23.50297882,61.32026065,5.584171461,Maize
Andhra Pradesh,60,54,19,18.74826712,62.49878458,6.417820493,Maize
Andhra Pradesh,83,57,19,25.73044432,70.74739256,6.877869005,Maize
Andhra Pradesh,70,44,19,23.31689124,73.4541537,5.852607099,Maize
Andhra Pradesh,65,60,22,25.36768364,72.52054555,6.606984086,Maize
Andhra Pradesh,73,45,21,24.60532218,73.58868502,6.636803223,Maize
Andhra Pradesh,63,42,21,23.26237612,72.33125523,5.798423908,Maize
Andhra Pradesh,76,48,18,19.29563411,69.63481219,5.77597783,Maize
Andhra Pradesh,88,38,15,25.08239719,65.92195844,6.455116637,Maize
Andhra Pradesh,61,38,20,18.47891261,62.69503871,5.970458434,Maize
Andhra Pradesh,79,51,16,25.33797709,68.49835977,6.586244581,Maize
Andhra Pradesh,86,55,21,21.54156232,59.64024162,6.803931519,Maize
Andhra Pradesh,75,56,18,19.39851734,62.35750641,5.696205468,Maize
Andhra Pradesh,86,37,16,20.51716779,59.21235483,5.561510732,Maize
Bihar,98,44,21,25.77175115,74.089114,6.524478032,Maize
Bihar,60,46,22,24.89364635,65.61418761,6.625404348,Maize
Bihar,67,35,22,23.30546753,63.24648023,6.385684214,Maize
Bihar,96,54,22,25.70196694,61.33450447,6.960358276,Maize
Bihar,63,35,16,22.02720976,65.35549924,6.272417541,Maize
Bihar,87,60,23,20.27317074,63.91281869,6.439071996,Maize
Bihar,87,48,25,18.65396672,61.37879671,6.656730008,Maize
Bihar,76,57,18,18.9802729,74.52600826,6.092725883,Maize
Bihar,68,40,19,26.14384005,66.20569924,6.655426355,Maize
Bihar,72,60,25,18.52510753,69.0276233,5.773454729,Maize
Karnataka,81,45,23,19.32666088,68.034493,6.192360003,Maize
Karnataka,70,47,17,24.6129118,70.4162444,6.600827017,Maize
Karnataka,77,57,21,24.9321581,73.80435276,6.550563823,Maize
Karnataka,62,48,20,21.70181447,60.47470519,6.708446922,Maize
Karnataka,74,58,18,20.03728219,56.35606753,6.727303282,Maize
Karnataka,63,43,17,19.28889933,65.47050802,6.807487794,Maize
Karnataka,60,38,17,18.41932981,64.23580251,6.474476516,Maize
Karnataka,99,38,21,22.88330922,71.59722446,6.352471866,Maize
Karnataka,94,50,19,23.30355338,73.62548442,5.873242491,Maize
Karnataka,71,60,22,26.07470121,59.37147589,6.2048017,Maize
Karnataka,79,45,20,23.80546189,59.24537979,5.715208817,Maize
Karnataka,87,35,25,21.44526922,63.1621551,6.178056304,Maize
Karnataka,62,52,16,22.27526694,58.84015925,6.967057762,Maize
Karnataka,74,55,19,18.05033737,62.89366992,6.28886807,Maize
Karnataka,61,44,17,26.10018422,71.57476937,6.931756558,Maize
Madhya Pradesh,71,54,16,22.61359953,63.69070564,5.749914421,Maize
Madhya Pradesh,94,54,17,23.39128187,61.74427165,5.871647806,Maize
Madhya Pradesh,86,36,24,26.54986394,72.89187265,5.787268394,Maize
Madhya Pradesh,75,53,18,20.68899915,59.4375337,6.864793607,Maize
Madhya Pradesh,80,43,16,23.55882094,71.59351368,6.657964753,Maize
Madhya Pradesh,96,46,22,20.58314011,69.00128641,6.499936446,Maize
Madhya Pradesh,91,55,15,18.09300227,72.61024172,6.376651091,Maize
Madhya Pradesh,64,35,23,23.02038334,61.89472002,5.680361038,Maize
Madhya Pradesh,92,60,23,18.66746724,71.516474,5.721667141,Maize
Madhya Pradesh,99,56,17,24.10859207,73.13112261,6.234330356,Maize
Madhya Pradesh,74,39,23,22.6265115,65.77472881,6.78073637,Maize
Madhya Pradesh,84,57,25,22.53510514,67.99257471,6.489040367,Maize
Madhya Pradesh,68,41,16,21.77689322,57.80840636,6.158830619,Maize
Madhya Pradesh,78,37,22,25.34217103,63.31801994,6.330554389,Maize
Madhya Pradesh,71,35,24,22.27373646,59.52193158,5.826426917,Maize
Maharashtra,90,49,21,24.84016732,68.3584573,6.472523287,Maize
Maharashtra,100,48,16,25.71895816,67.22190688,5.54990242,Maize
Maharashtra,79,59,17,20.37999665,63.73849998,6.644205485,Maize
Maharashtra,98,35,18,23.79746068,74.82913698,6.252797548,Maize
Maharashtra,84,44,21,21.869274,61.91044947,5.850439831,Maize
Maharashtra,77,58,19,22.8056033,56.50768935,5.791649933,Maize
Maharashtra,92,44,16,18.87751445,65.76816093,6.082973754,Maize
Maharashtra,74,56,22,18.28362235,66.65952796,6.829199275,Maize
Maharashtra,76,51,18,26.16985907,71.96246617,6.247040422,Maize
Maharashtra,94,39,18,23.89114571,57.48775781,5.893093135,Maize
Maharashtra,95,38,22,19.84939404,61.24500053,5.730617109,Maize
Maharashtra,71,52,18,25.10787449,55.97732754,5.790770203,Maize
Maharashtra,83,45,21,18.83344471,58.75082029,5.716222912,Maize
Maharashtra,73,58,21,19.97215954,57.68272924,6.596060648,Maize
Maharashtra,78,48,22,23.08974909,63.10459626,5.588650585,Maize
Rajasthan,66,53,19,23.09348056,60.1159381,6.033550195,Maize
Rajasthan,89,60,17,25.37548751,57.21025565,5.983952675,Maize
Rajasthan,90,57,24,18.92851916,72.80086137,6.158860284,Maize
Rajasthan,74,48,17,21.63162756,60.27766379,6.430616465,Maize
Rajasthan,69,51,23,22.21738222,72.85462807,6.80163854,Maize
Rajasthan,63,58,22,18.25405352,55.28220433,6.204747653,Maize
Rajasthan,76,44,17,20.41683147,62.5542482,5.855442401,Maize
Rajasthan,78,58,15,25.00933355,67.816568,6.528631266,Maize
Rajasthan,60,44,23,24.7947077,70.04556743,5.722579819,Maize
Rajasthan,67,60,25,24.92162194,66.78627406,5.750254943,Maize
Rajasthan,89,60,19,25.19192419,66.6902901,5.913664501,Maize
Rajasthan,87,54,20,25.61707368,63.4711755,6.576418207,Maize
Rajasthan,61,60,15,24.87502824,68.74248334,6.265564338,Maize
Rajasthan,60,57,24,18.66116213,61.55327249,6.121294041,Maize
Rajasthan,66,44,20,19.0781471,69.02298571,6.740000688,Maize
Uttar Pradesh,76,39,24,24.2547451,55.64709899,6.995843776,Maize
Uttar Pradesh,61,41,17,25.1420613,65.26185135,6.021902237,Maize
Uttar Pradesh,90,52,25,25.97482359,69.36385721,6.822586546,Maize
Uttar Pradesh,75,49,15,21.53574127,71.50905983,5.918263801,Maize
Uttar Pradesh,99,39,18,19.20129357,68.30578978,6.11275104,Maize
Uttar Pradesh,66,54,21,25.19008683,60.2001687,5.919045532,Maize
Uttar Pradesh,83,58,23,19.74213321,59.66263104,6.381201909,Maize
Uttar Pradesh,74,43,23,25.95263264,61.89082199,6.325235159,Maize
Uttar Pradesh,99,50,15,18.14710054,71.09445342,5.573286437,Maize
Uttar Pradesh,77,52,17,24.86374934,65.7420046,5.714799723,Maize
Uttar Pradesh,99,36,20,20.57981887,65.34583901,6.671085817,Maize
Uttar Pradesh,93,41,17,25.6217169,66.50415474,6.047906679,Maize
Uttar Pradesh,77,36,23,24.71417533,56.73426469,6.648725327,Maize
Uttar Pradesh,61,59,17,23.33844615,59.24580604,6.47444292,Maize
Uttar Pradesh,81,49,20,18.04185513,60.61494304,5.513697923,Maize
Gujarat,18,17,31,31.74592134,45.16127859,5.667507706,Mango
Gujarat,18,26,31,32.6112614,47.74916499,5.418475257,Mango
Gujarat,4,20,25,28.93270187,47.94053996,5.664587011,Mango
Gujarat,11,27,30,27.69637763,48.5622488,6.39474303,Mango
Gujarat,9,38,25,34.58561471,50.34035336,5.497946899,Mango
Gujarat,7,31,27,31.32863689,47.59319575,6.524114355,Mango
Gujarat,31,29,26,28.22373428,47.40519056,5.024124684,Mango
Gujarat,2,38,33,32.38697531,53.2328243,4.691396195,Mango
Gujarat,24,33,35,29.26382931,54.82257868,5.342866119,Mango
Gujarat,23,24,32,28.1218093,46.16888595,5.630619901,Mango
Gujarat,36,19,32,27.10710832,50.70880979,4.94295037,Mango
Gujarat,11,34,32,29.14305008,49.40983294,6.831706773,Mango
Haryana,12,37,30,31.09779147,47.41196659,4.546466109,Mango
Haryana,38,15,30,28.91862016,48.13974548,5.075504537,Mango
Haryana,22,18,31,30.7645515,47.93791463,5.956027059,Mango
Haryana,38,19,31,34.73823882,49.08864345,5.855119268,Mango
Haryana,36,26,26,30.17294105,51.0845903,6.814630246,Mango
Haryana,18,19,27,27.75518664,52.34605806,4.772385986,Mango
Haryana,26,35,31,33.44619894,53.05980465,5.339556562,Mango
Haryana,2,40,27,29.73770045,47.54885174,5.954626604,Mango
Haryana,26,18,30,32.06097197,51.08494181,6.336234624,Mango
Haryana,5,16,31,35.96054636,48.69677802,4.555688532,Mango
Haryana,22,28,26,27.67256197,45.41692012,4.947683034,Mango
Haryana,31,36,29,33.93679864,52.72170281,6.460542749,Mango
Karnataka,40,24,25,28.70595247,50.44030129,5.445008416,Mango
Karnataka,2,36,31,30.90225239,49.95955487,5.73171945,Mango
Karnataka,19,21,34,30.01592643,53.19212381,5.074272692,Mango
Karnataka,26,37,30,35.39986338,49.45962621,6.166173834,Mango
Karnataka,31,20,30,32.17752026,54.01352682,6.207495815,Mango
Karnataka,15,36,27,27.78912455,53.96886679,5.643710216,Mango
Karnataka,0,21,32,35.89855625,54.25964196,6.430139436,Mango
Karnataka,26,32,32,30.91471455,49.92963856,6.810186079,Mango
Karnataka,23,23,30,32.82141065,47.45553843,4.755273631,Mango
Karnataka,30,28,30,31.86641378,52.19331595,5.064613314,Mango
Kerala,5,32,33,32.32362177,52.5896771,5.842763773,Mango
Kerala,33,29,34,31.40948821,49.21729127,6.832979509,Mango
Kerala,21,21,30,27.69819273,51.41593238,5.403908328,Mango
Kerala,27,21,30,35.3915464,52.48823147,5.061081874,Mango
Kerala,1,35,34,30.79375683,46.69536813,6.27339822,Mango
Kerala,20,19,35,34.17719782,50.62161586,6.113935087,Mango
Kerala,15,27,28,33.80398664,46.12866113,4.507523551,Mango
Kerala,40,16,35,34.16438906,54.16482251,4.954739564,Mango
Kerala,34,34,35,27.27433181,47.16808054,6.422710539,Mango
Kerala,39,37,25,33.33024826,45.61143594,6.953246506,Mango
Kerala,12,34,28,33.36140093,45.02236377,6.13526938,Mango
Kerala,35,18,26,31.99490489,50.84881347,5.279388967,Mango
Kerala,4,40,26,27.58258929,48.56916221,6.720041791,Mango
Kerala,34,38,31,35.37775595,45.58110023,6.454045329,Mango
Kerala,39,16,27,35.53845018,52.94641947,4.934964765,Mango
Kerala,28,27,34,32.45465292,50.69693751,6.526654345,Mango
Kerala,19,38,26,31.48451729,48.77926304,4.525722333,Mango
Kerala,22,38,31,31.53356352,53.06009323,5.821106036,Mango
Kerala,14,29,32,35.63627319,48.97047762,6.942520105,Mango
Kerala,18,20,26,31.66524687,51.98594645,5.435840509,Mango
Maharashtra,3,18,31,31.65333432,48.20662669,6.392313973,Mango
Maharashtra,0,36,26,34.13072188,51.25786185,5.101206389,Mango
Maharashtra,12,19,31,27.25373364,52.66319725,5.566704378,Mango
Maharashtra,25,22,25,33.56150184,45.53556603,5.977413803,Mango
Maharashtra,30,17,31,31.20478173,54.49960506,6.804437106,Mango
Maharashtra,21,26,27,27.00315545,47.67525434,5.699586972,Mango
Maharashtra,20,30,27,27.81005614,51.59445462,4.74910393,Mango
Maharashtra,5,19,25,27.3511056,54.43945147,6.441328044,Mango
Maharashtra,28,37,28,32.13409675,50.52559148,6.097869767,Mango
Maharashtra,8,37,33,28.07802689,54.9640534,6.128167757,Mango
Maharashtra,37,30,34,27.53907547,53.63549533,6.797779227,Mango
Maharashtra,28,23,28,30.01821337,50.0983181,5.676032581,Mango
Maharashtra,11,36,33,35.99009679,52.22780489,5.978634285,Mango
Maharashtra,34,16,25,30.07202564,50.96040505,6.10729559,Mango
Maharashtra,9,29,34,29.38471637,45.88744691,5.72742254,Mango
Maharashtra,9,21,32,32.26935342,53.56092806,5.870116071,Mango
Maharashtra,11,36,31,27.92063282,51.77965917,6.47544932,Mango
Maharashtra,39,24,31,33.55695561,53.72979826,4.757114897,Mango
Uttar Pradesh,1,30,29,28.33333307,51.39586505,6.434197756,Mango
Uttar Pradesh,3,28,33,30.33723921,48.88704844,5.755049971,Mango
Uttar Pradesh,26,24,34,31.27180992,52.23810152,6.811291098,Mango
Uttar Pradesh,14,18,35,31.09154239,47.02058367,4.791146778,Mango
Uttar Pradesh,7,28,35,30.02086169,46.78393776,4.66910839,Mango
Uttar Pradesh,40,16,35,31.89356292,49.02450149,6.4841522,Mango
Uttar Pradesh,8,33,29,29.98080499,49.48613279,6.442393461,Mango
Uttar Pradesh,21,31,32,35.38598705,51.42664176,5.254532213,Mango
Uttar Pradesh,2,24,34,28.89409382,54.80750249,6.472774648,Mango
Uttar Pradesh,37,38,32,31.85744939,45.53106268,5.417340525,Mango
Uttar Pradesh,0,17,30,35.47478322,47.97230503,6.279133738,Mango
Uttar Pradesh,16,35,31,32.27652024,50.19368841,5.316875978,Mango
Uttar Pradesh,37,36,26,32.89300162,52.61323969,4.650536197,Mango
Uttar Pradesh,12,31,26,35.7877738,51.94190321,5.395275719,Mango
Uttar Pradesh,7,17,26,34.89226666,48.75613373,6.414526606,Mango
Uttarakhand,38,15,27,33.7462686,48.50387598,6.777788126,Mango
Uttarakhand,36,25,33,27.98392787,53.33018851,5.548584852,Mango
Uttarakhand,14,18,30,29.80747243,52.13797867,5.191265116,Mango
Uttarakhand,8,38,32,29.75150773,46.73723302,4.981816523,Mango
Uttarakhand,12,27,26,29.09382275,45.5661059,5.32307197,Mango
Uttarakhand,29,35,28,28.3471611,53.53903102,6.967417766,Mango
Uttarakhand,37,36,27,27.5529736,47.90859131,5.910634533,Mango
Uttarakhand,23,23,27,34.72413192,51.4271781,5.161148592,Mango
Uttarakhand,29,34,26,33.88004781,54.39416048,6.273953676,Mango
West Bengal,33,31,34,31.32995611,50.22287593,5.421265283,Mango
West Bengal,22,18,33,30.41235793,52.48100602,6.621623545,Mango
West Bengal,22,17,26,28.69818144,47.71875722,4.754435025,Mango
West Bengal,1,29,29,27.32961444,49.30347234,6.052026047,Mango
Assam,35,74,22,26.7230014,62.96841833,6.898905799,Masur
Assam,32,79,22,27.60195453,63.46170674,5.91645379,Masur
Assam,6,59,21,26.58972517,66.14007674,6.139215944,Masur
Assam,14,59,22,23.82723528,67.89815262,6.76660668,Masur
Assam,38,77,22,28.234829,69.3159965,6.313284268,Masur
Assam,32,56,18,20.0467711,65.84395319,7.135251532,Masur
Assam,19,72,15,28.83600962,69.76112921,6.890760124,Masur
Assam,23,75,17,24.87425505,64.00213929,7.198076286,Masur
Assam,6,77,20,25.78746268,60.2816298,6.058306161,Masur
Assam,22,55,16,23.7937153,68.03209183,6.516317561,Masur
Assam,26,63,17,29.87854588,65.73085206,6.950300686,Masur
Assam,14,74,15,27.99990346,65.57653373,6.493036868,Masur
Assam,9,77,17,21.65845777,63.58337146,6.280725549,Masur
Assam,27,80,24,28.42062847,61.77336343,7.815210661,Masur
Assam,0,74,17,23.33375853,64.50515776,7.240988401,Masur
Assam,36,67,20,20.39078312,60.47528931,6.924042372,Masur
Assam,16,65,19,27.61204997,69.29786244,7.043160241,Masur
Assam,10,75,17,18.43966037,68.05394959,7.732194788,Masur
Assam,13,64,20,19.1345771,62.57526895,6.590571088,Masur
Assam,3,63,16,24.38041875,61.18458224,6.868881708,Masur
